id,last_name,marital_status,gender,annual_income, industry ,zip_code,age_at_issue,member_type,add_members,annual_fee,payment_type,status,start_month,start_day,start_year,end_month,end_day,end_year
A02377,Norman,Married,M,44267.00,Consumer Discretionary,80246,56,Silver,3,7000.00,QUARTERLY,CANCELLED,11,26,2009,7,25,2010
A03664,Blake,Married,F,36466.00,Financials,80230,53,Gold,3,9000.00,ANNUAL,CANCELLED,3,31,2010,5,27,2012
A00951,Glover,Single,M,89782.00,Energy,80246,30,Silver,0,7000.00,MONTHLY,CANCELLED,11,17,2008,3,18,2009
A00956,Norman,Married,M,60037.00,Financials,80246,46,Bronze,2,5000.00,MONTHLY,CANCELLED,11,14,2008,3,15,2009
A02244,Burgess,Married,M,67039.00,Unclassified,80246,37,Silver,1,7000.00,ANNUAL,CANCELLED,10,27,2009,12,26,2010
A06852,Griffith,Married,M,70284.00,Financials,80230,34,Gold,2,9000.00,MONTHLY,CANCELLED,3,30,2012,12,27,2012
A05520,Smith,Single,M,98984.00,Real Estate,80230,51,Silver,0,7000.00,ANNUAL,CANCELLED,3,18,2011,5,17,2012
A00789,Watkins,Married,F,52721.00,Consumer Staples,80246,42,Bronze,1,5000.00,MONTHLY,CANCELLED,9,18,2008,2,15,2009
A05903,Maldonado,Married,M,44492.00,Materials,80246,39,Platinum,2,15000.00,ANNUAL,CANCELLED,8,29,2011,10,26,2013
A00739,Oliver,Married,F,53112.00,Consumer Staples,80246,21,Gold,2,9000.00,SEMI-ANNUAL,CANCELLED,8,29,2008,10,27,2009
A05505,Arnold,Single,F,41050.00,Materials,80230,27,Silver,0,7000.00,ANNUAL,CANCELLED,3,14,2011,5,11,2012
A06532,Foster,Divorced,M,68312.00,Information Technology,80230,33,Bronze,0,5000.00,MONTHLY,CANCELLED,2,29,2012,6,27,2012
A02896,Mendez,Married,M,96505.00,Consumer Discretionary,80230,49,Gold,2,9000.00,ANNUAL,CANCELLED,2,9,2010,4,9,2012
A01985,James,Married,M,63405.00,Consumer Discretionary,80246,47,Bronze,1,5000.00,ANNUAL,CANCELLED,8,26,2009,10,25,2010
A05294,Conner,Single,M,72189.00,Consumer Discretionary,80230,29,Bronze,0,5000.00,ANNUAL,CANCELLED,1,31,2011,2,27,2012
A05331,Barrett,Widowed,M,97441.00,Financials,80230,39,Bronze,0,5000.00,ANNUAL,CANCELLED,1,31,2011,3,28,2012
A05329,Bass,Married,F,74520.00,Consumer Discretionary,80230,40,Bronze,2,5000.00,ANNUAL,CANCELLED,1,31,2011,2,27,2012
A05247,Obrien,Married,M,39572.00,Telecommunication Services,80230,38,Bronze,1,5000.00,ANNUAL,CANCELLED,1,28,2011,3,28,2012
A00600,Kelley,Married,M,77931.00,Consumer Discretionary,80246,47,Silver,3,7000.00,MONTHLY,CANCELLED,7,22,2008,12,21,2008
A00560,White,Married,M,72443.00,Consumer Discretionary,80246,39,Bronze,1,5000.00,ANNUAL,CANCELLED,7,16,2008,9,14,2009
A07095,Spencer,Married,F,83870.00,Energy,80246,56,Silver,2,7000.00,ANNUAL,CANCELLED,7,11,2012,9,9,2013
A01811,Bailey,Married,M,111905.00,Materials,80246,55,Bronze,1,5000.00,SEMI-ANNUAL,CANCELLED,7,3,2009,3,4,2010
A05276,Park,Married,M,118133.00,Utilities,80230,30,Platinum,3,15000.00,ANNUAL,CANCELLED,1,27,2011,2,26,2012
A07089,Robbins,Single,M,48963.00,Materials,80246,25,Silver,0,7000.00,SEMI-ANNUAL,CANCELLED,6,25,2012,2,23,2013
A01763,Morris,Married,M,63998.00,Information Technology,80246,63,Bronze,2,5000.00,ANNUAL,CANCELLED,6,15,2009,8,14,2010
A05258,Vargas,Single,M,46246.00,Energy,80230,27,Gold,0,9000.00,ANNUAL,CANCELLED,1,20,2011,2,19,2012
A01717,Lyons,Married,M,110183.00,Health Care,80246,59,Bronze,3,5000.00,ANNUAL,CANCELLED,5,27,2009,7,26,2010
A05222,Armstrong,Married,M,93737.00,Consumer Staples,80230,33,Platinum,2,15000.00,ANNUAL,CANCELLED,1,13,2011,3,13,2012
A06999,Erickson,Married,M,116174.00,Real Estate,80246,45,Platinum,2,15000.00,ANNUAL,CANCELLED,5,10,2012,7,9,2013
A05211,Harris,Married,M,106529.00,Energy,80230,29,Gold,3,9000.00,ANNUAL,CANCELLED,1,10,2011,3,10,2012
A02551,Castillo,Married,F,44020.00,Unclassified,80230,37,Bronze,2,5000.00,QUARTERLY,CANCELLED,1,7,2010,3,7,2012
A06076,Curry,Married,M,37185.00,Information Technology,80231,40,Bronze,1,5000.00,MONTHLY,CANCELLED,12,29,2011,1,20,2012
A05089,Bryant,Married,M,119315.00,Real Estate,80231,39,Gold,1,9000.00,ANNUAL,CANCELLED,12,16,2010,2,14,2012
A04992,Dixon,Married,M,71010.00,Financials,80231,46,Gold,1,9000.00,ANNUAL,CANCELLED,11,18,2010,1,17,2012
A01517,Greene,Married,M,95192.00,Energy,80246,35,Bronze,2,5000.00,SEMI-ANNUAL,CANCELLED,4,9,2009,12,8,2009
A08614,Parks,Married,M,111881.00,Real Estate,80246,30,Bronze,1,5000.00,MONTHLY,CANCELLED,3,31,2013,7,13,2013
A04976,Crawford,Single,M,98408.00,Telecommunication Services,80231,50,Platinum,0,15000.00,ANNUAL,CANCELLED,11,18,2010,1,17,2012
A04879,Cobb,Married,M,77464.00,Telecommunication Services,80231,48,Platinum,2,15000.00,SEMI-ANNUAL,CANCELLED,9,21,2010,5,20,2012
A07350,Ryan,Married,M,109968.00,Energy,80231,40,Bronze,1,5000.00,MONTHLY,CANCELLED,8,31,2012,11,12,2012
A06869,Holmes,Married,M,47383.00,Energy,80246,36,Platinum,2,15000.00,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06927,Patterson,Married,M,111604.00,Materials,80246,37,Silver,1,7000.00,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06706,Manning,Married,M,101076.00,Consumer Discretionary,80246,41,Silver,3,7000.00,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06854,Robinson,Widowed,F,76137.00,Information Technology,80246,45,Gold,0,9000.00,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06876,Wolfe,Married,M,68335.00,Unclassified,80246,46,Platinum,2,15000.00,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06822,Collier,Married,M,78589.00,Health Care,80246,47,Silver,2,7000.00,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06687,Huff,Married,M,78666.00,Real Estate,80246,54,Silver,2,7000.00,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06893,Mann,Married,M,115410.00,Unclassified,80246,64,Platinum,3,15000.00,SEMI-ANNUAL,CANCELLED,3,30,2012,10,28,2013
A07355,Hale,Married,M,45907.00,Industrials,80231,45,Gold,2,9000.00,MONTHLY,CANCELLED,8,31,2012,12,27,2012
A01525,Cruz,Single,M,55147.00,Health Care,80246,29,Silver,0,7000.00,MONTHLY,CANCELLED,3,30,2009,2,26,2010
A01527,Fields,Married,M,103998.00,Financials,80246,40,Bronze,1,5000.00,ANNUAL,CANCELLED,3,30,2009,5,27,2010
A06750,Grant,Single,M,74483.00,Utilities,80246,29,Platinum,0,15000.00,ANNUAL,CANCELLED,3,26,2012,5,23,2013
A04620,Daniel,Married,M,72346.00,Information Technology,80231,35,Gold,2,9000.00,ANNUAL,CANCELLED,8,31,2010,10,27,2012
A01474,Bowers,Single,M,80195.00,Industrials,80246,29,Platinum,0,15000.00,SEMI-ANNUAL,CANCELLED,3,26,2009,5,25,2010
A05888,Underwood,Married,F,47467.00,Health Care,80231,41,Silver,1,7000.00,ANNUAL,CANCELLED,8,19,2011,9,18,2012
A05859,Huff,Married,M,117598.00,Utilities,80231,30,Bronze,1,5000.00,SEMI-ANNUAL,CANCELLED,7,29,2011,2,27,2012
A06728,Wells,Married,F,87531.00,Consumer Discretionary,80246,45,Bronze,2,5000.00,ANNUAL,CANCELLED,3,21,2012,4,20,2013
A06714,Foster,Married,M,42331.00,Health Care,80246,45,Platinum,2,15000.00,ANNUAL,CANCELLED,3,21,2012,5,20,2013
A01436,Vasquez,Single,M,82069.00,Real Estate,80246,25,Gold,0,9000.00,MONTHLY,CANCELLED,3,18,2009,7,17,2009
A01417,Stevens,Single,M,67028.00,Industrials,80246,23,Platinum,0,15000.00,MONTHLY,CANCELLED,3,17,2009,10,16,2009
A01404,Evans,Married,M,50562.00,Consumer Discretionary,80246,36,Platinum,2,15000.00,MONTHLY,CANCELLED,3,13,2009,2,11,2010
A04175,Arnold,Widowed,F,74526.00,Unclassified,80231,63,Platinum,0,15000.00,SEMI-ANNUAL,CANCELLED,6,30,2010,2,26,2012
A07020,Sims,Married,F,115123.00,Consumer Staples,80231,49,Silver,1,7000.00,MONTHLY,CANCELLED,5,31,2012,8,12,2012
A06413,Simmons,Married,M,98698.00,Consumer Staples,80246,46,Bronze,2,5000.00,ANNUAL,CANCELLED,2,29,2012,4,29,2013
A08269,Franklin,Single,M,48180.00,Materials,80246,42,Bronze,0,5000.00,MONTHLY,CANCELLED,2,28,2013,7,27,2013
A01355,Bennett,Married,M,85053.00,Health Care,80246,62,Platinum,1,15000.00,SEMI-ANNUAL,CANCELLED,2,27,2009,4,29,2010
A08200,Rice,Married,M,95665.00,Consumer Discretionary,80246,33,Platinum,2,15000.00,MONTHLY,CANCELLED,2,26,2013,7,25,2013
A07003,Fisher,Married,F,78143.00,Industrials,80231,25,Bronze,1,5000.00,MONTHLY,CANCELLED,5,16,2012,9,14,2012
A05688,Wade,Married,M,47148.00,Unclassified,80231,36,Gold,3,9000.00,ANNUAL,CANCELLED,3,31,2011,4,27,2012
A00236,Miller,Married,M,54421.00,Consumer Staples,80246,42,Bronze,1,5000.00,MONTHLY,CANCELLED,2,18,2008,6,17,2008
A06940,Lamb,Single,F,114059.00,Real Estate,80231,28,Platinum,0,15000.00,MONTHLY,CANCELLED,3,30,2012,7,27,2012
A01285,Conner,Married,M,101115.00,Information Technology,80246,41,Platinum,2,15000.00,MONTHLY,CANCELLED,2,13,2009,6,9,2009
A00220,Pearson,Single,M,95869.00,Real Estate,80246,27,Bronze,0,5000.00,MONTHLY,CANCELLED,2,12,2008,1,11,2010
A05319,McGee,Single,M,109669.00,Health Care,80246,21,Gold,0,9000.00,ANNUAL,CANCELLED,1,31,2011,3,29,2013
A00175,Patton,Married,F,84292.00,Financials,80246,40,Bronze,1,5000.00,ANNUAL,CANCELLED,1,28,2008,3,29,2009
A00176,Briggs,Married,M,74965.00,Unclassified,80246,41,Gold,3,9000.00,ANNUAL,CANCELLED,1,28,2008,3,29,2009
A00168,Sharp,Married,F,52328.00,Utilities,80246,45,Silver,3,7000.00,ANNUAL,CANCELLED,1,24,2008,3,25,2010
A06757,Bryan,Married,M,97587.00,Health Care,80231,34,Gold,3,9000.00,SEMI-ANNUAL,CANCELLED,3,30,2012,10,28,2012
A05496,Moore,Married,F,112449.00,Utilities,80231,53,Silver,3,7000.00,ANNUAL,CANCELLED,3,17,2011,5,16,2012
A05480,Carroll,Married,M,36250.00,Consumer Discretionary,80231,26,Silver,1,7000.00,ANNUAL,CANCELLED,3,9,2011,5,8,2012
A05429,Cortez,Single,M,111690.00,Consumer Discretionary,80231,27,Silver,0,7000.00,MONTHLY,CANCELLED,2,28,2011,6,27,2012
A03069,Franklin,Married,M,82626.00,Real Estate,80231,36,Bronze,2,5000.00,ANNUAL,CANCELLED,2,25,2010,4,25,2012
A01087,Cunningham,Married,M,43680.00,Real Estate,80249,29,Platinum,1,15000.00,ANNUAL,CANCELLED,12,23,2008,2,21,2010
A06175,Gibson,Single,F,80627.00,Telecommunication Services,80249,50,Silver,0,7000.00,ANNUAL,CANCELLED,12,22,2011,2,20,2013
A06444,Maxwell,Married,M,118107.00,Health Care,80231,33,Platinum,1,15000.00,MONTHLY,CANCELLED,2,22,2012,6,20,2012
A05401,Owens,Single,M,47198.00,Telecommunication Services,80231,24,Gold,0,9000.00,ANNUAL,CANCELLED,2,18,2011,4,18,2012
A05339,Doyle,Single,M,48820.00,Industrials,80231,35,Bronze,0,5000.00,ANNUAL,CANCELLED,2,15,2011,4,15,2012
A05304,Morris,Married,F,118503.00,Consumer Discretionary,80231,59,Gold,1,9000.00,ANNUAL,CANCELLED,1,31,2011,3,28,2012
A07608,Singleton,Married,M,89541.00,Telecommunication Services,80249,28,Gold,1,9000.00,SEMI-ANNUAL,CANCELLED,11,30,2012,7,27,2013
A02627,Sullivan,Married,M,86231.00,Unclassified,80231,41,Gold,1,9000.00,ANNUAL,CANCELLED,1,15,2010,3,14,2012
A02641,Doyle,Married,F,83084.00,Utilities,80231,39,Silver,1,7000.00,ANNUAL,CANCELLED,1,11,2010,3,11,2012
A02226,Willis,Married,M,103201.00,Utilities,80249,56,Gold,2,9000.00,ANNUAL,CANCELLED,10,20,2009,12,18,2010
A02212,Boone,Married,M,97413.00,Consumer Discretionary,80249,59,Platinum,1,15000.00,MONTHLY,CANCELLED,10,15,2009,5,14,2010
A02190,Chavez,Single,M,71276.00,Industrials,80249,58,Silver,0,7000.00,ANNUAL,CANCELLED,10,12,2009,12,11,2010
A00787,Turner,Married,M,55978.00,Real Estate,80249,48,Gold,3,9000.00,SEMI-ANNUAL,CANCELLED,9,29,2008,5,27,2009
A07379,Nelson,Married,M,44225.00,Unclassified,80249,54,Bronze,2,5000.00,SEMI-ANNUAL,CANCELLED,9,28,2012,4,27,2013
A07388,Chambers,Single,M,60954.00,Consumer Discretionary,80249,26,Silver,0,7000.00,ANNUAL,CANCELLED,9,25,2012,10,25,2013
A02127,Wilson,Married,M,94106.00,Energy,80249,46,Gold,1,9000.00,QUARTERLY,CANCELLED,9,25,2009,2,23,2010
A02563,Howard,Married,M,38027.00,Consumer Discretionary,80236,52,Platinum,3,15000.00,ANNUAL,CANCELLED,12,31,2009,2,26,2012
A02575,Hawkins,Married,F,82411.00,Real Estate,80236,36,Bronze,1,5000.00,ANNUAL,CANCELLED,12,30,2009,2,26,2012
A06129,Tate,Married,M,89699.00,Industrials,80236,39,Bronze,3,5000.00,SEMI-ANNUAL,CANCELLED,11,28,2011,7,26,2012
A05036,Powers,Married,M,39961.00,Energy,80236,46,Platinum,2,15000.00,ANNUAL,CANCELLED,11,26,2010,1,25,2012
A06019,Jackson,Married,F,63566.00,Real Estate,80236,26,Gold,1,9000.00,ANNUAL,CANCELLED,10,31,2011,12,27,2012
A05943,Horton,Single,F,42850.00,Telecommunication Services,80236,49,Gold,0,9000.00,MONTHLY,CANCELLED,10,31,2011,2,26,2012
A01940,Wallace,Married,M,38593.00,Industrials,80249,39,Gold,2,9000.00,ANNUAL,CANCELLED,8,17,2009,10,16,2010
A09495,Bradley,Married,M,62364.00,Consumer Discretionary,80249,42,Silver,1,7000.00,MONTHLY,CANCELLED,8,14,2013,10,29,2013
A07286,Bailey,Married,M,70049.00,Materials,80249,51,Bronze,2,5000.00,SEMI-ANNUAL,CANCELLED,8,14,2012,9,13,2013
A06031,Harper,Married,F,49642.00,Energy,80236,51,Platinum,3,15000.00,SEMI-ANNUAL,CANCELLED,10,31,2011,6,27,2012
A00652,Thomas,Single,M,60039.00,Information Technology,80249,22,Bronze,0,5000.00,MONTHLY,CANCELLED,8,4,2008,1,3,2009
A00032,May,Married,M,60535.00,Unclassified,80249,45,Silver,3,7000.00,SEMI-ANNUAL,CANCELLED,7,31,2007,3,19,2009
A06056,Franklin,Widowed,F,41672.00,Industrials,80236,38,Silver,0,7000.00,MONTHLY,CANCELLED,10,28,2011,2,26,2012
A09271,Phillips,Married,M,119610.00,Real Estate,80249,54,Bronze,1,5000.00,QUARTERLY,CANCELLED,7,18,2013,11,17,2013
A01874,Delgado,Married,F,96244.00,Unclassified,80249,48,Gold,3,9000.00,ANNUAL,CANCELLED,7,17,2009,9,15,2010
A05944,Olson,Married,M,56528.00,Consumer Discretionary,80236,38,Gold,1,9000.00,ANNUAL,CANCELLED,9,27,2011,11,26,2012
A04841,Perez,Married,M,49413.00,Financials,80236,37,Platinum,3,15000.00,ANNUAL,CANCELLED,9,8,2010,11,7,2012
A05900,Roberson,Married,M,55292.00,Energy,80236,37,Silver,3,7000.00,MONTHLY,CANCELLED,8,30,2011,12,27,2012
A04367,Gardner,Married,F,84010.00,Health Care,80236,39,Bronze,3,5000.00,ANNUAL,CANCELLED,8,10,2010,10,9,2012
A03973,Dawson,Married,M,52182.00,Industrials,80249,30,Platinum,1,15000.00,MONTHLY,CANCELLED,5,31,2010,9,26,2010
A07067,Ramsey,Married,M,72999.00,Financials,80236,47,Bronze,3,5000.00,MONTHLY,CANCELLED,6,22,2012,10,21,2012
A03766,Woods,Married,M,51879.00,Utilities,80236,43,Gold,2,9000.00,ANNUAL,CANCELLED,4,16,2010,6,15,2012
A05647,Wong,Married,M,68337.00,Information Technology,80236,51,Bronze,1,5000.00,MONTHLY,CANCELLED,3,31,2011,5,27,2012
A03554,Ortega,Single,F,60981.00,Telecommunication Services,80236,33,Silver,0,7000.00,ANNUAL,CANCELLED,3,31,2010,5,27,2012
A01612,Sharp,Married,M,115961.00,Unclassified,80249,73,Silver,1,7000.00,QUARTERLY,CANCELLED,4,15,2009,9,5,2009
A05490,Jennings,Married,F,99994.00,Materials,80236,40,Silver,2,7000.00,ANNUAL,CANCELLED,3,11,2011,4,10,2012
A03110,Neal,Married,M,58641.00,Information Technology,80236,47,Gold,3,9000.00,ANNUAL,CANCELLED,2,26,2010,4,26,2012
A03084,Powers,Married,M,115431.00,Materials,80236,38,Gold,1,9000.00,ANNUAL,CANCELLED,2,25,2010,4,25,2012
A02881,Stevenson,Married,M,111948.00,Utilities,80236,39,Platinum,1,15000.00,ANNUAL,CANCELLED,2,10,2010,4,10,2012
A00433,Clayton,Married,M,89244.00,Energy,80249,37,Silver,2,7000.00,QUARTERLY,CANCELLED,3,31,2008,8,27,2008
A06915,Ruiz,Married,M,68324.00,Financials,80249,42,Silver,2,7000.00,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06816,Carroll,Married,F,68305.00,Utilities,80249,42,Bronze,3,5000.00,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A01486,Paul,Married,M,39606.00,Health Care,80249,34,Bronze,1,5000.00,MONTHLY,CANCELLED,3,30,2009,9,26,2009
A08302,Cole,Married,M,94322.00,Telecommunication Services,80249,36,Silver,2,7000.00,SEMI-ANNUAL,CANCELLED,3,28,2013,10,28,2013
A05587,Gilbert,Married,M,72051.00,Unclassified,80249,39,Gold,2,9000.00,ANNUAL,CANCELLED,3,25,2011,5,24,2013
A05341,Bowers,Married,M,108904.00,Telecommunication Services,80236,50,Bronze,3,5000.00,ANNUAL,CANCELLED,2,3,2011,3,28,2012
A05312,Cole,Married,M,77613.00,Industrials,80236,52,Silver,2,7000.00,ANNUAL,CANCELLED,1,28,2011,2,27,2012
A01365,Osborne,Married,M,46490.00,Consumer Discretionary,80249,59,Bronze,2,5000.00,SEMI-ANNUAL,CANCELLED,3,20,2009,11,19,2009
A06626,Burgess,Single,M,65304.00,Real Estate,80249,29,Gold,0,9000.00,ANNUAL,CANCELLED,3,19,2012,5,16,2013
A06567,Alvarado,Married,M,71958.00,Financials,80249,61,Gold,1,9000.00,ANNUAL,CANCELLED,3,19,2012,5,18,2013
A06598,Ryan,Married,M,69192.00,Energy,80249,39,Platinum,1,15000.00,MONTHLY,CANCELLED,3,16,2012,3,3,2013
A05254,Joseph,Married,M,53059.00,Consumer Staples,80236,56,Platinum,1,15000.00,SEMI-ANNUAL,CANCELLED,1,20,2011,8,18,2012
A05109,Rose,Married,M,42533.00,Information Technology,80236,46,Bronze,1,5000.00,ANNUAL,CANCELLED,1,6,2011,3,6,2012
A05091,Meyer,Married,F,116476.00,Utilities,80237,40,Bronze,2,5000.00,SEMI-ANNUAL,CANCELLED,12,27,2010,1,26,2012
A06191,Schultz,Married,M,45050.00,Unclassified,80237,34,Silver,2,7000.00,SEMI-ANNUAL,CANCELLED,12,26,2011,8,25,2012
A06144,Knight,Married,M,38558.00,Industrials,80237,52,Platinum,1,15000.00,MONTHLY,CANCELLED,11,30,2011,3,28,2012
A02208,Gardner,Widowed,F,75953.00,Telecommunication Services,80237,52,Silver,0,7000.00,SEMI-ANNUAL,CANCELLED,10,14,2009,6,13,2012
A06520,Ellis,Single,F,103496.00,Consumer Discretionary,80249,29,Platinum,0,15000.00,ANNUAL,CANCELLED,2,29,2012,4,29,2013
A04546,Dennis,Married,M,111600.00,Health Care,80237,40,Platinum,1,15000.00,ANNUAL,CANCELLED,8,31,2010,10,27,2012
A04742,Powell,Married,M,38681.00,Unclassified,80237,48,Gold,3,9000.00,SEMI-ANNUAL,CANCELLED,8,31,2010,10,27,2012
A06391,Washington,Married,M,87977.00,Financials,80249,38,Platinum,1,15000.00,ANNUAL,CANCELLED,2,27,2012,4,26,2013
A03052,West,Married,M,38147.00,Telecommunication Services,80249,42,Platinum,2,15000.00,SEMI-ANNUAL,CANCELLED,2,26,2010,10,25,2010
A05896,Fields,Single,M,107438.00,Consumer Discretionary,80237,51,Gold,0,9000.00,ANNUAL,CANCELLED,8,25,2011,10,24,2012
A04258,Santiago,Married,M,115372.00,Financials,80237,48,Silver,3,7000.00,ANNUAL,CANCELLED,7,23,2010,9,21,2012
A07030,Crawford,Married,M,93783.00,Consumer Discretionary,80237,55,Silver,3,7000.00,MONTHLY,CANCELLED,5,31,2012,9,26,2012
A01261,Long,Single,M,102858.00,Consumer Staples,80249,27,Platinum,0,15000.00,ANNUAL,CANCELLED,2,10,2009,4,11,2010
A00183,Thornton,Married,F,53921.00,Consumer Staples,80249,38,Bronze,1,5000.00,ANNUAL,CANCELLED,2,5,2008,4,6,2009
A05734,Hudson,Married,M,79587.00,Consumer Staples,80237,53,Platinum,2,15000.00,ANNUAL,CANCELLED,5,11,2011,7,10,2012
A03700,Russell,Married,F,91125.00,Real Estate,80237,42,Bronze,1,5000.00,ANNUAL,CANCELLED,5,5,2010,7,4,2012
A07968,Sandoval,Married,M,96407.00,Consumer Staples,80249,34,Silver,1,7000.00,SEMI-ANNUAL,CANCELLED,1,21,2013,8,20,2013
A05634,Fowler,Single,M,106558.00,Consumer Staples,80237,34,Bronze,0,5000.00,ANNUAL,CANCELLED,3,31,2011,4,27,2012
A06261,Anderson,Married,M,105808.00,Real Estate,80249,46,Gold,2,9000.00,ANNUAL,CANCELLED,1,10,2012,2,9,2013
A02549,Lowe,Single,M,105385.00,Utilities,80249,39,Bronze,0,5000.00,QUARTERLY,CANCELLED,1,8,2010,6,7,2010
A07804,Fields,Married,M,50567.00,Materials,80202,40,Bronze,3,5000.00,ANNUAL,ACTIVE,12,31,2012,NULL,NULL,NULL
A07840,Schultz,Married,F,116714.00,Energy,80202,43,Gold,1,9000.00,QUARTERLY,ACTIVE,12,31,2012,NULL,NULL,NULL
A05201,Ray,Married,M,93218.00,Real Estate,80202,44,Bronze,3,5000.00,ANNUAL,ACTIVE,12,31,2010,NULL,NULL,NULL
A05206,Meyer,Married,M,68023.00,Utilities,80202,54,Platinum,3,15000.00,ANNUAL,ACTIVE,12,31,2010,NULL,NULL,NULL
A02596,Ball,Married,F,103519.00,Telecommunication Services,80202,26,Gold,1,9000.00,ANNUAL,ACTIVE,12,31,2009,NULL,NULL,NULL
A02585,Santiago,Married,M,96509.00,Health Care,80202,35,Platinum,1,15000.00,ANNUAL,ACTIVE,12,31,2009,NULL,NULL,NULL
A00126,McGuire,Married,M,69236.00,Consumer Staples,80202,49,Platinum,1,15000.00,ANNUAL,ACTIVE,12,31,2007,NULL,NULL,NULL
A02538,Burton,Married,M,111964.00,Telecommunication Services,80202,44,Platinum,1,15000.00,ANNUAL,ACTIVE,12,29,2009,NULL,NULL,NULL
A01088,Nunez,Married,M,104918.00,Unclassified,80202,37,Gold,2,9000.00,QUARTERLY,ACTIVE,12,29,2008,NULL,NULL,NULL
A07660,Rhodes,Married,M,75326.00,Materials,80202,46,Platinum,2,15000.00,ANNUAL,ACTIVE,12,28,2012,NULL,NULL,NULL
A05136,Byrd,Single,M,68239.00,Telecommunication Services,80202,33,Gold,0,9000.00,MONTHLY,ACTIVE,12,28,2010,NULL,NULL,NULL
A05118,Lawrence,Married,M,51639.00,Consumer Discretionary,80202,41,Bronze,2,5000.00,ANNUAL,ACTIVE,12,21,2010,NULL,NULL,NULL
A07669,Parker,Married,F,110913.00,Health Care,80202,59,Bronze,2,5000.00,ANNUAL,ACTIVE,12,18,2012,NULL,NULL,NULL
A07647,Elliott,Married,M,83220.00,Unclassified,80202,51,Bronze,2,5000.00,ANNUAL,ACTIVE,12,17,2012,NULL,NULL,NULL
A02428,Daniel,Married,M,88278.00,Industrials,80202,49,Gold,3,9000.00,ANNUAL,ACTIVE,12,16,2009,NULL,NULL,NULL
A01043,Vargas,Married,F,71483.00,Utilities,80202,38,Gold,3,9000.00,ANNUAL,ACTIVE,12,15,2008,NULL,NULL,NULL
A07651,Greer,Married,M,83840.00,Health Care,80202,41,Gold,2,9000.00,MONTHLY,ACTIVE,12,10,2012,NULL,NULL,NULL
A07638,Brady,Married,M,44201.00,Real Estate,80202,44,Bronze,3,5000.00,ANNUAL,ACTIVE,12,7,2012,NULL,NULL,NULL
A05050,Ramirez,Married,M,84143.00,Financials,80202,47,Bronze,3,5000.00,ANNUAL,ACTIVE,12,6,2010,NULL,NULL,NULL
A07614,McGee,Married,F,36993.00,Telecommunication Services,80202,30,Gold,2,9000.00,ANNUAL,ACTIVE,11,30,2012,NULL,NULL,NULL
A07610,Watson,Married,M,35853.00,Telecommunication Services,80202,30,Platinum,2,15000.00,ANNUAL,ACTIVE,11,30,2012,NULL,NULL,NULL
A10357,Todd,Married,M,65522.00,Industrials,80202,38,Bronze,2,5000.00,MONTHLY,ACTIVE,11,29,2013,NULL,NULL,NULL
A10209,Hunter,Married,F,57290.00,Industrials,80202,42,Bronze,3,5000.00,MONTHLY,ACTIVE,11,28,2013,NULL,NULL,NULL
A00982,Fields,Married,M,60519.00,Energy,80202,29,Platinum,2,15000.00,ANNUAL,ACTIVE,11,24,2008,NULL,NULL,NULL
A05003,Vaughn,Married,M,55157.00,Financials,80202,38,Platinum,3,15000.00,SEMI-ANNUAL,ACTIVE,11,23,2010,NULL,NULL,NULL
A02357,Moran,Married,M,47026.00,Consumer Staples,80202,49,Platinum,2,15000.00,ANNUAL,ACTIVE,11,23,2009,NULL,NULL,NULL
A10280,Paul,Married,M,85395.00,Unclassified,80202,55,Bronze,2,5000.00,MONTHLY,ACTIVE,11,22,2013,NULL,NULL,NULL
A02351,Mann,Married,M,53389.00,Health Care,80202,66,Bronze,1,5000.00,SEMI-ANNUAL,ACTIVE,11,20,2009,NULL,NULL,NULL
A07524,Anderson,Married,M,119870.00,Real Estate,80202,57,Platinum,3,15000.00,MONTHLY,ACTIVE,11,15,2012,NULL,NULL,NULL
A10211,Davis,Single,M,116305.00,Real Estate,80202,24,Platinum,0,15000.00,MONTHLY,ACTIVE,11,14,2013,NULL,NULL,NULL
A10207,Lamb,Married,M,71107.00,Industrials,80202,45,Gold,3,9000.00,ANNUAL,ACTIVE,11,13,2013,NULL,NULL,NULL
A10011,Vaughn,Married,M,46241.00,Financials,80202,46,Bronze,2,5000.00,MONTHLY,ACTIVE,11,13,2013,NULL,NULL,NULL
A07507,Vasquez,Married,M,49034.00,Financials,80202,44,Silver,3,7000.00,QUARTERLY,ACTIVE,11,7,2012,NULL,NULL,NULL
A02292,Hardy,Married,M,63829.00,Unclassified,80202,37,Platinum,3,15000.00,SEMI-ANNUAL,ACTIVE,11,5,2009,NULL,NULL,NULL
A10145,Snyder,Married,F,105538.00,Financials,80202,52,Platinum,2,15000.00,ANNUAL,ACTIVE,10,31,2013,NULL,NULL,NULL
